Source,Relation,Target
BIOTECH_TRIAL:NCT05629585,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02125084,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT02125084,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT06849492,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06849492,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04722718,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04722718,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT04722718,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04722718,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02427581,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT02427581,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02977468,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02977468,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02977468,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02977468,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02401347,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT02401347,TARGETS_BIOMARKER,BRCA1
BIOTECH_TRIAL:NCT02401347,TARGETS_BIOMARKER,BRCA2
BIOTECH_TRIAL:NCT02401347,TARGETS_BIOMARKER,PARP
BIOTECH_TRIAL:NCT02401347,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02401347,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT05816655,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT05816655,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05816655,TARGETS_BIOMARKER,CDK4
BIOTECH_TRIAL:NCT05816655,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT05816655,HAS_DRUG_CLASS,Hormonal therapy
BIOTECH_TRIAL:NCT06829199,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06829199,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06829199,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT06829199,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04514484,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT04514484,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04514484,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04514484,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04655365,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT04655365,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06594991,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06594991,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04975451,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04975451,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03544125,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT03544125,TARGETS_BIOMARKER,PARP
BIOTECH_TRIAL:NCT03544125,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03544125,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT03544125,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04907344,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04907344,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04907344,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05451784,USES_DRUG_TYPE,RNA
BIOTECH_TRIAL:NCT05451784,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04025216,USES_DRUG_TYPE,CELLULAR
BIOTECH_TRIAL:NCT04025216,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06885424,USES_DRUG_TYPE,DNA
BIOTECH_TRIAL:NCT06885424,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06448169,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT06448169,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT00894504,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT00894504,TARGETS_BIOMARKER,EGFR
BIOTECH_TRIAL:NCT00894504,TARGETS_BIOMARKER,PTEN
BIOTECH_TRIAL:NCT00894504,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT00894504,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT00894504,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04418219,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT04418219,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04418219,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02890069,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT02890069,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02890069,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT03794596,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03794596,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03794596,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT03794596,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03989362,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03989362,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT03989362,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06963905,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06963905,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT06963905,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT06963905,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01911741,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT01911741,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04332653,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04332653,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04332653,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04332653,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03982173,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03982173,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03982173,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02838823,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02838823,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02838823,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04248569,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT04248569,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04248569,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04248569,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03971409,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT03971409,TARGETS_BIOMARKER,TROP2
BIOTECH_TRIAL:NCT03971409,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03971409,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02779855,USES_DRUG_TYPE,VIRAL
BIOTECH_TRIAL:NCT02779855,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01928394,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01928394,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01928394,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT01928394,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03083691,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03083691,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03083691,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT03083691,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03083691,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05136677,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05136677,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05136677,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05136677,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02260531,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02260531,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02260531,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01946165,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT01946165,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06099769,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT06099769,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06418594,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06418594,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT06418594,TARGETS_BIOMARKER,EGFR
BIOTECH_TRIAL:NCT06418594,TARGETS_BIOMARKER,VEGF
BIOTECH_TRIAL:NCT06418594,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06418594,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02641847,USES_DRUG_TYPE,RNA
BIOTECH_TRIAL:NCT02641847,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03927391,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT03927391,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02740985,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02740985,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02740985,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03207529,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT03207529,TARGETS_BIOMARKER,PTEN
BIOTECH_TRIAL:NCT03207529,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03010176,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03010176,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT03010176,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03010176,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03010176,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03184558,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03184558,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03184558,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03184558,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04628988,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT04628988,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03674827,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT03674827,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02447003,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02447003,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02447003,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02447003,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03256344,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03256344,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03256344,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03256344,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04282044,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04282044,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04282044,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04282044,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01009983,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01009983,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01009983,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03219775,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03219775,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT03219775,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03219775,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT03219775,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03219775,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02657889,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02657889,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02657889,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT02657889,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02657889,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT00608972,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT00608972,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT00608972,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05492682,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT05492682,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05492682,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05492682,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03196388,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT03196388,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06991790,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06991790,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06991790,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03435640,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03435640,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03435640,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03435640,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05402722,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06709651,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT06709651,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01116648,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT01116648,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01116648,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT03297593,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03297593,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03297593,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03297593,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02130700,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT06167317,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06167317,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06167317,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05866432,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05866432,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06636981,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06636981,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01250379,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01250379,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01250379,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06471205,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT07046455,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT07046455,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT07046455,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04424641,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04424641,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04635735,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04635735,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03829436,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03829436,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03829436,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03829436,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03915678,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03915678,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03915678,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03354962,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03354962,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03354962,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT03354962,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03354962,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01097642,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01097642,TARGETS_BIOMARKER,EGFR
BIOTECH_TRIAL:NCT01097642,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01097642,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01857193,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT01857193,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01857193,TARGETS_BIOMARKER,CDK4
BIOTECH_TRIAL:NCT01857193,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT01818063,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT01818063,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02630368,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02630368,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02630368,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06798506,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06798506,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03363893,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT03363893,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03363893,HAS_DRUG_CLASS,Hormonal therapy
BIOTECH_TRIAL:NCT05770102,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05770102,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05770102,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05770102,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04188119,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04188119,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04188119,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT04188119,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05455619,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT05455619,TARGETS_BIOMARKER,PIK3CA
BIOTECH_TRIAL:NCT05455619,TARGETS_BIOMARKER,AKT
BIOTECH_TRIAL:NCT05455619,TARGETS_BIOMARKER,PTEN
BIOTECH_TRIAL:NCT05455619,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05455619,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT05455619,HAS_DRUG_CLASS,Hormonal therapy
BIOTECH_TRIAL:NCT04574583,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT04574583,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT04574583,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03004183,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03004183,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03004183,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05145907,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05145907,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05145907,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05145907,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT07011654,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT07011654,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT07011654,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03915951,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT03915951,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT03915951,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04129996,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04129996,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04129996,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT00472693,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT00472693,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06833723,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT06833723,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04669899,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT04669899,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03151447,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04585750,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04585750,TARGETS_BIOMARKER,TP53
BIOTECH_TRIAL:NCT04585750,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04585750,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04585750,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02637531,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02637531,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02637531,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02637531,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05498896,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05498896,TARGETS_BIOMARKER,AKT
BIOTECH_TRIAL:NCT05498896,TARGETS_BIOMARKER,PTEN
BIOTECH_TRIAL:NCT05498896,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05498896,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT05498896,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03026166,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03026166,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03026166,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03026166,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03567720,USES_DRUG_TYPE,DNA
BIOTECH_TRIAL:NCT03567720,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03567720,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03567720,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02348320,USES_DRUG_TYPE,DNA
BIOTECH_TRIAL:NCT04949113,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04949113,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04949113,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04949113,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01363206,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01363206,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01363206,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05520723,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05520723,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05520723,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03404960,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03404960,TARGETS_BIOMARKER,PARP
BIOTECH_TRIAL:NCT03404960,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03404960,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT03404960,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03404960,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03396445,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03396445,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03396445,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03396445,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04639245,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04639245,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04639245,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04639245,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02622074,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02622074,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02622074,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02622074,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03970382,USES_DRUG_TYPE,CELLULAR
